Item_Identifier,Item_Fat_Content,Item_Type,Outlet_Identifier,Outlet_Type,Outlet_Size,Outlet_Location_Type,Item_Weight,Item_Visibility,Item_MRP,Outlet_Establishment_Year,Item_Outlet_Sales
FDB04,Regular,Dairy,OUT035,Supermarket Type1,Small,Tier 2,11.35,0.06321435,88.3856,2004,1318.284
FDP52,Regular,Frozen Foods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.070349402,228.601,1985,7350.432
FDX12,Regular,Baking Goods,OUT035,Supermarket Type1,Small,Tier 2,18.2,0.026059557,241.2196,2004,6507.5292
DRL23,Low Fat,Hard Drinks,OUT035,Supermarket Type1,Small,Tier 2,18.35,0.015301418,105.2938,2004,2036.6822
FDM25,Regular,Breakfast,OUT013,Supermarket Type1,High,Tier 3,10.695,0.060615254,174.0712,1987,2460.7968
FDF52,Low Fat,Frozen Foods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.066459891,184.2292,1985,4560.73
FDJ09,Low Fat,Snack Foods,OUT018,Supermarket Type2,Medium,Tier 3,15,0.058632705,46.4744,2009,543.2928
FDW03,Regular,Meat,OUT046,Supermarket Type1,Small,Tier 1,5.63,0.024541277,105.1306,1997,3135.918
FDA07,Regular,Fruits and Vegetables,OUT049,Supermarket Type1,Medium,Tier 1,7.55,0.030992735,124.3072,1999,2695.1584
FDN01,Low Fat,Breakfast,OUT049,Supermarket Type1,Medium,Tier 1,8.895,0.072511335,177.437,1999,3528.74
FDV38,Low Fat,Dairy,OUT013,Supermarket Type1,High,Tier 3,19.25,0.101689151,54.6956,1987,163.7868
NCV06,Low Fat,Household,OUT013,Supermarket Type1,High,Tier 3,11.3,0.066625843,194.2478,1987,2712.4692
FDQ34,Low Fat,Snack Foods,OUT046,Supermarket Type1,Small,Tier 1,10.85,0.162242617,107.8622,1997,1058.622
NCY53,Low Fat,Health and Hygiene,OUT013,Supermarket Type1,High,Tier 3,20,0,110.2544,1987,1454.1072
FDD53,Low Fat,Frozen Foods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.044008347,43.7454,1985,671.1264
FDV49,Low Fat,Canned,OUT049,Supermarket Type1,Medium,Tier 1,10,0.025867353,264.6226,1999,4757.8068
FDY36,Low Fat,Baking Goods,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.016476619,74.338,1985,146.476
FDH34,Low Fat,Snack Foods,OUT046,Supermarket Type1,Small,Tier 1,8.63,0.031095246,185.7582,1997,3529.4058
FDB51,Low Fat,Dairy,OUT013,Supermarket Type1,High,Tier 3,6.92,0.038422076,62.5852,1987,438.0964
NCI31,Low Fat,Others,OUT035,Supermarket Type1,Small,Tier 2,20,0.08131178,37.819,2004,439.428
FDL56,Low Fat,Fruits and Vegetables,OUT035,Supermarket Type1,Small,Tier 2,14.1,0.125756824,87.1198,2004,2529.3742
FDJ45,LF,Seafood,OUT018,Supermarket Type2,Medium,Tier 3,17.75,0.073709686,35.1216,2009,415.4592
NCO05,Low Fat,Health and Hygiene,OUT018,Supermarket Type2,Medium,Tier 3,7.27,0.046749112,100.4384,2009,1970.768
FDN34,Regular,Snack Foods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.045542628,170.7132,1985,4904.2828
FDH46,Regular,Snack Foods,OUT049,Supermarket Type1,Medium,Tier 1,6.935,0.041346469,103.1332,1999,820.2656
FDW39,Regular,Meat,OUT035,Supermarket Type1,Small,Tier 2,6.69,0.036903419,175.137,2004,1235.059
DRK59,Low Fat,Hard Drinks,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.075084457,233.9616,1985,4452.8704
FDC44,Low Fat,Fruits and Vegetables,OUT013,Supermarket Type1,High,Tier 3,15.6,0.172453254,115.1518,1987,683.1108
FDG17,Regular,Frozen Foods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.035666655,246.2486,1985,8063.5038
FDI45,Low Fat,Fruits and Vegetables,OUT046,Supermarket Type1,Small,Tier 1,13.1,0.037581243,175.5054,1997,2451.4756
FDK08,Regular,Fruits and Vegetables,OUT013,Supermarket Type1,High,Tier 3,9.195,0.122202946,100.1016,1987,1619.2256
FDW36,Low Fat,Baking Goods,OUT035,Supermarket Type1,Small,Tier 2,11.15,0.056921876,107.1622,2004,423.4488
FDL39,Regular,Dairy,OUT035,Supermarket Type1,Small,Tier 2,16.1,0.063319379,180.9318,2004,1984.7498
FDS13,Low Fat,Canned,OUT013,Supermarket Type1,High,Tier 3,6.465,0.124402507,266.1884,1987,5299.768
FDO57,Low Fat,Snack Foods,OUT049,Supermarket Type1,Medium,Tier 1,20.75,0.108879177,161.5578,1999,320.9156
FDV26,Regular,Dairy,OUT013,Supermarket Type1,High,Tier 3,20.25,0.076097073,193.5794,1987,1950.794
FDJ22,low fat,Snack Foods,OUT013,Supermarket Type1,High,Tier 3,18.75,0.052766297,189.7504,1987,2492.7552
FDC16,Regular,Dairy,OUT049,Supermarket Type1,Medium,Tier 1,11.5,0.020601791,86.054,1999,1038.648
NCH42,Low Fat,Household,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.036360386,231.601,1985,7580.133
FDD46,Low Fat,Snack Foods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.140571971,154.7998,1985,3383.5956
FDT25,Low Fat,Canned,OUT035,Supermarket Type1,Small,Tier 2,7.5,0.05074138,123.2072,2004,1837.608
FDQ10,Low Fat,Snack Foods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.033018559,170.4422,1985,5000.8238
DRI03,Low Fat,Dairy,OUT046,Supermarket Type1,Small,Tier 1,6.03,0.022703693,177.9028,1997,4781.7756
FDB58,Regular,Snack Foods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.013431109,143.7154,1985,4821.7236
FDQ03,Regular,Meat,OUT049,Supermarket Type1,Medium,Tier 1,15,0,235.6248,1999,1896.1984
DRD27,Low Fat,Dairy,OUT049,Supermarket Type1,Medium,Tier 1,18.75,0.023876985,97.4042,1999,2281.6966
FDK33,Low Fat,Snack Foods,OUT018,Supermarket Type2,Medium,Tier 3,17.85,0.011281018,213.756,2009,3408.896
DRL23,Low Fat,Hard Drinks,OUT049,Supermarket Type1,Medium,Tier 1,18.35,0.015328106,107.5938,1999,1822.2946
NCL05,Low Fat,Health and Hygiene,OUT046,Supermarket Type1,Small,Tier 1,19.6,0.047897663,44.677,1997,173.108
DRB01,Low Fat,Soft Drinks,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.081841136,190.053,1985,569.259
FDH10,Low Fat,Snack Foods,OUT018,Supermarket Type2,Medium,Tier 3,21,0.049505857,195.3478,2009,1162.4868
FDV03,Low Fat,Meat,OUT049,Supermarket Type1,Medium,Tier 1,17.6,0.058181585,154.4314,1999,2326.971
FDN31,Low Fat,Fruits and Vegetables,OUT046,Supermarket Type1,Small,Tier 1,11.5,0.072881535,191.353,1997,2277.036
FDX31,Regular,Fruits and Vegetables,OUT035,Supermarket Type1,Small,Tier 2,20.35,0.014822802,234.0958,2004,2570.6538
NCJ05,Low Fat,Health and Hygiene,OUT049,Supermarket Type1,Medium,Tier 1,18.7,0.046159928,152.3682,1999,1677.1502
FDZ04,Low Fat,Frozen Foods,OUT049,Supermarket Type1,Medium,Tier 1,9.31,0.038014104,62.351,1999,822.263
FDJ44,Regular,Fruits and Vegetables,OUT035,Supermarket Type1,Small,Tier 2,12.3,0.106307146,174.9396,2004,1569.9564
FDB59,Low Fat,Snack Foods,OUT018,Supermarket Type2,Medium,Tier 3,18.25,0.015341139,200.0084,2009,1984.084
NCZ18,Low Fat,Household,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.325780807,252.7698,1985,761.0094
FDW21,Regular,Snack Foods,OUT035,Supermarket Type1,Small,Tier 2,5.34,0.005962753,102.4358,2004,2010.716
FDZ14,Regular,Dairy,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.047358246,123.1756,1985,3998.7948
FDK43,Low Fat,Meat,OUT049,Supermarket Type1,Medium,Tier 1,9.8,0.026882496,126.302,1999,3036.048
FDE45,Low Fat,Fruits and Vegetables,OUT018,Supermarket Type2,Medium,Tier 3,12.1,0.040521714,178.5002,2009,5552.1062
FDR35,Low Fat,Breads,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.020597493,200.0742,1985,8958.339
FDT58,Low Fat,Snack Foods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.085538477,169.2816,1985,3523.4136
FDF10,Regular,Snack Foods,OUT018,Supermarket Type2,Medium,Tier 3,15.5,0,147.2418,2009,1324.2762
NCW53,Low Fat,Health and Hygiene,OUT013,Supermarket Type1,High,Tier 3,18.35,0.0304697,191.3162,1987,1346.9134
NCH29,Low Fat,Health and Hygiene,OUT035,Supermarket Type1,Small,Tier 2,5.51,0.034467286,96.7726,2004,2642.5602
FDN13,Low Fat,Breakfast,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.266234421,98.5358,1985,402.1432
FDX56,Regular,Fruits and Vegetables,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.129668578,206.8638,1985,207.0638
FDT11,Regular,Breads,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.02923013,189.4556,1985,3567.3564
NCC18,Low Fat,Household,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.176411579,173.2422,1985,2069.3064
FDU39,Low Fat,Meat,OUT018,Supermarket Type2,Medium,Tier 3,18.85,0.036184755,58.5562,2009,770.3306
FDV27,Regular,Meat,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.070017381,89.3514,1985,177.1028
NCZ42,Low Fat,Household,OUT013,Supermarket Type1,High,Tier 3,10.5,0.011278535,237.0248,1987,5451.5704
FDQ57,Low Fat,Snack Foods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.027812304,147.476,1985,3368.948
FDZ36,Regular,Baking Goods,OUT018,Supermarket Type2,Medium,Tier 3,6.035,0.066051758,187.724,2009,2050.664
FDK38,Low Fat,Canned,OUT018,Supermarket Type2,Medium,Tier 3,6.65,0.053506996,150.0734,2009,3563.3616
FDU51,Regular,Meat,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.096046304,178.7028,1985,4604.6728
FDS14,Low Fat,Dairy,OUT013,Supermarket Type1,High,Tier 3,7.285,0.049922304,156.9288,1987,1571.288
FDQ40,Regular,Frozen Foods,OUT049,Supermarket Type1,Medium,Tier 1,11.1,0.036083537,175.4712,1999,2988.1104
FDE20,Regular,Fruits and Vegetables,OUT049,Supermarket Type1,Medium,Tier 1,11.35,0.005539114,167.879,1999,4074.696
FDH58,Low Fat,Snack Foods,OUT046,Supermarket Type1,Small,Tier 1,12.3,0.036939673,113.1834,1997,3109.9518
FDH56,Regular,Fruits and Vegetables,OUT018,Supermarket Type2,Medium,Tier 3,9.8,0.06407717,116.7492,2009,1621.8888
FDQ40,Regular,Frozen Foods,OUT035,Supermarket Type1,Small,Tier 2,11.1,0.036020711,177.2712,2004,2109.2544
FDH10,Low Fat,Snack Foods,OUT035,Supermarket Type1,Small,Tier 2,21,0.049295686,194.4478,2004,968.739
FDM51,Regular,Meat,OUT013,Supermarket Type1,High,Tier 3,11.8,0.025904648,102.4674,1987,2037.348
DRD37,Low Fat,Soft Drinks,OUT013,Supermarket Type1,High,Tier 3,9.8,0.013830218,45.306,1987,1304.968
FDN21,Low Fat,Snack Foods,OUT046,Supermarket Type1,Small,Tier 1,18.6,0.076855628,161.0236,1997,483.3708
NCQ06,Low Fat,Household,OUT046,Supermarket Type1,Small,Tier 1,13,0.041824524,256.7014,1997,2805.0154
FDV52,Regular,Frozen Foods,OUT046,Supermarket Type1,Small,Tier 1,20.7,0.12152072,118.0466,1997,1060.6194
FDX51,Regular,Meat,OUT035,Supermarket Type1,Small,Tier 2,9.5,0.022054553,195.4452,2004,4502.1396
NCD54,low fat,Household,OUT049,Supermarket Type1,Medium,Tier 1,21.1,0.029054046,144.6786,1999,2889.572
NCK18,Low Fat,Household,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.006665667,164.1184,1985,3797.7232
FDZ01,Regular,Canned,OUT035,Supermarket Type1,Small,Tier 2,8.975,0.009057132,104.099,2004,2476.776
FDT48,Low Fat,Baking Goods,OUT046,Supermarket Type1,Small,Tier 1,4.92,0.045955031,199.1084,1997,2182.4924
FDB40,Regular,Dairy,OUT049,Supermarket Type1,Medium,Tier 1,17.5,0.007551607,145.8102,1999,1895.5326
NCC07,Low Fat,Household,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.023835164,103.3964,1985,3050.6956
FDT52,Regular,Frozen Foods,OUT049,Supermarket Type1,Medium,Tier 1,9.695,0.047503318,244.6144,1999,3185.1872
FDK09,Low Fat,Snack Foods,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.160665697,227.5352,1985,916.1408
FDZ60,Low Fat,Baking Goods,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.208987123,106.0596,1985,215.7192
NCK18,Low Fat,Household,OUT013,Supermarket Type1,High,Tier 3,9.6,0.006692529,164.9184,1987,2972.1312
FDY49,Regular,Canned,OUT035,Supermarket Type1,Small,Tier 2,17.2,0.0120098,163.1184,2004,2807.0128
FDD26,Regular,Canned,OUT035,Supermarket Type1,Small,Tier 2,8.71,0.072141818,183.3924,2004,2776.386
FDC22,Regular,Snack Foods,OUT018,Supermarket Type2,Medium,Tier 3,6.89,0.136984147,192.682,2009,2703.148
FDA44,Low Fat,Fruits and Vegetables,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.052964982,57.793,1985,1754.383
FDW01,LF,Canned,OUT013,Supermarket Type1,High,Tier 3,14.5,0,154.4682,1987,1524.682
FDV32,Low Fat,Fruits and Vegetables,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.155316936,64.151,1985,316.255
FDK32,Regular,Fruits and Vegetables,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.048738407,152.8682,1985,5031.4506
NCA05,Low Fat,Health and Hygiene,OUT013,Supermarket Type1,High,Tier 3,20.75,0,149.4734,1987,2969.468
FDR10,Low Fat,Snack Foods,OUT013,Supermarket Type1,High,Tier 3,17.6,0.010031539,161.5552,1987,1787.0072
FDL22,Low Fat,Snack Foods,OUT035,Supermarket Type1,Small,Tier 2,16.85,0.036383293,91.0488,2004,1086.5856
FDD10,Regular,Snack Foods,OUT035,Supermarket Type1,Small,Tier 2,20.6,0,178.1344,2004,3568.688
FDW25,LF,Canned,OUT013,Supermarket Type1,High,Tier 3,5.175,0.03736783,86.9224,1987,255.6672
FDR47,Low Fat,Breads,OUT049,Supermarket Type1,Medium,Tier 1,17.85,0.087604647,196.9794,1999,1560.6352
DRF27,Low Fat,Dairy,OUT049,Supermarket Type1,Medium,Tier 1,8.93,0.028461453,152.234,1999,5053.422
FDQ48,Regular,Baking Goods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.034244601,97.2726,1985,1957.452
FDS37,Low Fat,Canned,OUT035,Supermarket Type1,Small,Tier 2,7.655,0.031938828,114.1492,2004,1158.492
NCI18,LF,Household,OUT046,Supermarket Type1,Small,Tier 1,18.35,0.014024028,224.5746,1997,2692.4952
NCJ42,Low Fat,Household,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.014232071,100.9332,1985,1743.0644
FDY48,Low Fat,Baking Goods,OUT035,Supermarket Type1,Small,Tier 2,14,0.023730384,104.3332,2004,1435.4648
FDB39,Low Fat,Dairy,OUT049,Supermarket Type1,Medium,Tier 1,11.6,0.038578846,56.1272,1999,671.1264
DRI37,Low Fat,Soft Drinks,OUT018,Supermarket Type2,Medium,Tier 3,15.85,0.108036187,57.3904,2009,703.0848
FDV12,Regular,Baking Goods,OUT013,Supermarket Type1,High,Tier 3,16.7,0.06082402,98.7384,1987,1773.6912
NCU06,Low Fat,Household,OUT013,Supermarket Type1,High,Tier 3,17.6,0.074345142,230.901,1987,4364.319
FDU34,Low Fat,Snack Foods,OUT018,Supermarket Type2,Medium,Tier 3,18.25,0.075501241,123.1046,2009,249.0092
FDP31,Regular,Fruits and Vegetables,OUT018,Supermarket Type2,Medium,Tier 3,21.1,0.16216286,62.2168,2009,383.5008
FDV11,Regular,Breads,OUT035,Supermarket Type1,Small,Tier 2,9.1,0.081652352,177.0054,2004,2101.2648
NCY06,Low Fat,Household,OUT018,Supermarket Type2,Medium,Tier 3,15.25,0.061434045,130.9968,2009,2348.9424
FDQ52,Low Fat,Frozen Foods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.118806857,248.8434,1985,6705.2718
FDM38,Regular,Canned,OUT013,Supermarket Type1,High,Tier 3,5.885,0.092694107,53.6982,1987,1525.3478
FDA14,Low Fat,Dairy,OUT046,Supermarket Type1,Small,Tier 1,16.1,0.065183228,148.076,1997,1464.76
FDB23,Regular,Starchy Foods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.005561538,224.0062,1985,3837.0054
DRH49,Low Fat,Soft Drinks,OUT013,Supermarket Type1,High,Tier 3,19.7,0.024635077,84.1592,1987,1073.2696
FDS16,Regular,Frozen Foods,OUT049,Supermarket Type1,Medium,Tier 1,15.15,0.066279832,147.876,1999,4540.756
FDT15,Regular,Meat,OUT046,Supermarket Type1,Small,Tier 1,12.15,0.042681522,184.295,1997,2014.045
FDL32,Regular,Fruits and Vegetables,OUT013,Supermarket Type1,High,Tier 3,15.7,0,112.4544,1987,1230.3984
FDX40,Low Fat,Frozen Foods,OUT013,Supermarket Type1,High,Tier 3,12.85,0.098910759,37.6164,1987,308.9312
FDZ43,Regular,Fruits and Vegetables,OUT013,Supermarket Type1,High,Tier 3,11,0.057011062,241.9512,1987,2908.2144
DRM59,Low Fat,Hard Drinks,OUT013,Supermarket Type1,High,Tier 3,5.88,0.003589104,155.5998,1987,1691.7978
FDH52,Regular,Frozen Foods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.043690499,60.2194,1985,1733.7432
NCP05,Low Fat,Health and Hygiene,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.025164132,152.6024,1985,6072.096
FDY38,Regular,Dairy,OUT013,Supermarket Type1,High,Tier 3,13.6,0.119077255,231.23,1987,2330.3
FDV49,Low Fat,Canned,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.025702129,262.6226,1985,7136.7102
FDW44,Regular,Fruits and Vegetables,OUT046,Supermarket Type1,Small,Tier 1,9.5,0.035151215,171.8448,1997,2556.672
FDU56,LF,Fruits and Vegetables,OUT046,Supermarket Type1,Small,Tier 1,16.85,0.044414056,182.4266,1997,2028.6926
FDZ15,Low Fat,Dairy,OUT013,Supermarket Type1,High,Tier 3,13.1,0.020853376,117.4782,1987,1906.8512
NCI06,Low Fat,Household,OUT049,Supermarket Type1,Medium,Tier 1,11.3,0.047791878,180.766,1999,5033.448
FDD36,Low Fat,Baking Goods,OUT018,Supermarket Type2,Medium,Tier 3,13.3,0.02136022,120.4124,2009,1777.686
FDX27,Regular,Dairy,OUT018,Supermarket Type2,Medium,Tier 3,20.7,0.114581955,94.3436,2009,945.436
FDU36,Low Fat,Baking Goods,OUT018,Supermarket Type2,Medium,Tier 3,6.15,0.046459438,100.5384,2009,1675.1528
FDJ15,Regular,Dairy,OUT046,Supermarket Type1,Small,Tier 1,11.35,0.023322478,182.5608,1997,3307.6944
FDG32,Low Fat,Fruits and Vegetables,OUT035,Supermarket Type1,Small,Tier 2,19.85,0.175962247,223.0772,2004,1779.0176
FDV15,Low Fat,Meat,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.255929096,103.3648,1985,311.5944
FDS28,Regular,Frozen Foods,OUT013,Supermarket Type1,High,Tier 3,8.18,0.082333019,58.1588,1987,343.5528
FDU23,Low Fat,Breads,OUT049,Supermarket Type1,Medium,Tier 1,12.15,0.021757269,165.0184,1999,3302.368
DRI03,Low Fat,Dairy,OUT035,Supermarket Type1,Small,Tier 2,6.03,0.0226994,176.4028,2004,4250.4672
NCH30,Low Fat,Household,OUT018,Supermarket Type2,Medium,Tier 3,17.1,0,114.686,2009,1358.232
FDU31,Regular,Fruits and Vegetables,OUT046,Supermarket Type1,Small,Tier 1,10.5,0.024991056,217.9508,1997,2821.6604
FDF04,LF,Frozen Foods,OUT049,Supermarket Type1,Medium,Tier 1,17.5,0.013658248,256.3304,1999,6199.9296
FDZ20,Low Fat,Fruits and Vegetables,OUT013,Supermarket Type1,High,Tier 3,16.1,0.034278413,255.2356,1987,6867.0612
FDV23,Low Fat,Breads,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.185306514,125.6046,1985,622.523
FDL03,Regular,Meat,OUT013,Supermarket Type1,High,Tier 3,19.25,0.027058066,194.811,1987,2749.754
FDX04,Regular,Frozen Foods,OUT018,Supermarket Type2,Medium,Tier 3,19.6,0.041740902,49.2376,2009,958.752
FDV19,Regular,Fruits and Vegetables,OUT018,Supermarket Type2,Medium,Tier 3,14.85,0.035400659,161.9578,2009,1444.1202
FDP22,Regular,Snack Foods,OUT018,Supermarket Type2,Medium,Tier 3,14.65,0.099535996,52.2666,2009,615.1992
FDZ26,Regular,Dairy,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.143319995,237.5222,1985,7170.666
NCM43,Low Fat,Others,OUT049,Supermarket Type1,Medium,Tier 1,14.5,0.01950565,163.921,1999,2446.815
DRK35,Low Fat,Hard Drinks,OUT046,Supermarket Type1,Small,Tier 1,8.365,0.071846495,37.9506,1997,569.259
FDO20,Regular,Fruits and Vegetables,OUT046,Supermarket Type1,Small,Tier 1,12.85,0,252.3382,1997,4794.4258
FDO22,Regular,Snack Foods,OUT049,Supermarket Type1,Medium,Tier 1,13.5,0.017887238,79.496,1999,1438.128
FDM46,Low Fat,Snack Foods,OUT046,Supermarket Type1,Small,Tier 1,7.365,0.159967845,94.712,1997,1304.968
FDO01,Regular,Breakfast,OUT046,Supermarket Type1,Small,Tier 1,21.1,0.020718655,130.4994,1997,2184.4898
NCX05,Low Fat,Health and Hygiene,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.096592065,117.4492,1985,1621.8888
FDI46,Low Fat,Snack Foods,OUT049,Supermarket Type1,Medium,Tier 1,9.5,0.074460855,253.6724,1999,5033.448
FDA32,Low Fat,Fruits and Vegetables,OUT018,Supermarket Type2,Medium,Tier 3,14,0.030216783,216.6192,2009,3020.0688
FDW32,Regular,Fruits and Vegetables,OUT035,Supermarket Type1,Small,Tier 2,18.35,0.094279004,86.3882,2004,1545.9876
FDX22,Regular,Snack Foods,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.04022593,210.9928,1985,210.3928
FDT07,Regular,Fruits and Vegetables,OUT035,Supermarket Type1,Small,Tier 2,5.82,0.077304459,257.633,2004,4613.994
NCQ43,Low Fat,Others,OUT018,Supermarket Type2,Medium,Tier 3,17.75,0,108.6912,2009,1201.1032
FDW07,Regular,Fruits and Vegetables,OUT013,Supermarket Type1,High,Tier 3,18,0.142570104,88.2514,1987,1505.3738
FDE35,Regular,Starchy Foods,OUT049,Supermarket Type1,Medium,Tier 1,7.06,0.043968652,57.6904,1999,585.904
NCW53,Low Fat,Health and Hygiene,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.030347404,192.5162,1985,3078.6592
NCG07,Low Fat,Household,OUT035,Supermarket Type1,Small,Tier 2,12.3,0.052492122,191.053,2004,3415.554
FDQ03,Regular,Meat,OUT035,Supermarket Type1,Small,Tier 2,15,0.077999504,238.0248,2004,1896.1984
FDV46,Low Fat,Snack Foods,OUT013,Supermarket Type1,High,Tier 3,18.2,0.012597384,141.218,1987,2936.178
NCM26,LF,Others,OUT049,Supermarket Type1,Medium,Tier 1,20.5,0.023179181,154.034,1999,2450.144
DRA59,Regular,Soft Drinks,OUT049,Supermarket Type1,Medium,Tier 1,8.27,0.128126825,183.6924,1999,1295.6468
FDW13,Low Fat,Canned,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.097410707,52.7324,1985,2492.7552
DRF27,Low Fat,Dairy,OUT046,Supermarket Type1,Small,Tier 1,8.93,0.028417272,154.534,1997,2603.278
FDN25,Regular,Breakfast,OUT018,Supermarket Type2,Medium,Tier 3,7.895,0.061424738,57.7588,2009,1145.176
FDE33,Regular,Fruits and Vegetables,OUT013,Supermarket Type1,High,Tier 3,19.35,0.049594299,77.0644,1987,2278.3676
NCL29,Low Fat,Health and Hygiene,OUT046,Supermarket Type1,Small,Tier 1,9.695,0.113939434,160.2604,1997,1901.5248
NCO30,Low Fat,Household,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.027532258,185.0608,1985,551.2824
FDL02,Regular,Canned,OUT046,Supermarket Type1,Small,Tier 1,20,0.104083376,107.4622,1997,3705.177
FDO13,Low Fat,Breakfast,OUT049,Supermarket Type1,Medium,Tier 1,7.865,0.061154604,165.3526,1999,1151.1682
DRG27,Low Fat,Dairy,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.184035253,42.2138,1985,40.6138
FDX11,Regular,Baking Goods,OUT049,Supermarket Type1,Medium,Tier 1,16,0.106918052,183.5634,1999,4725.8484
NCW41,Low Fat,Health and Hygiene,OUT049,Supermarket Type1,Medium,Tier 1,18,0,158.0604,1999,3327.6684
FDI52,Low Fat,Frozen Foods,OUT018,Supermarket Type2,Medium,Tier 3,18.7,0.105104552,121.7072,2009,1347.5792
FDN08,Regular,Fruits and Vegetables,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.087936752,115.9466,1985,4124.631
DRD15,Low Fat,Dairy,OUT046,Supermarket Type1,Small,Tier 1,10.6,0.056795923,232.8642,1997,3485.463
DRH15,Low Fat,Dairy,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.19244045,43.9428,1985,131.8284
FDX59,Low Fat,Breads,OUT018,Supermarket Type2,Medium,Tier 3,10.195,0.051871718,35.3558,2009,237.6906
FDR31,Regular,Fruits and Vegetables,OUT046,Supermarket Type1,Small,Tier 1,6.46,0.049162885,146.9102,1997,1895.5326
NCH54,Low Fat,Household,OUT035,Supermarket Type1,Small,Tier 2,13.5,0.072655379,157.792,2004,3994.8
NCC18,Low Fat,Household,OUT018,Supermarket Type2,Medium,Tier 3,19.1,0.177992139,173.1422,2009,2931.5174
