GPA,Core_Subject_Score,Academic_Consistency,Research_Participation,Programming_Skill,Domain_Knowledge,Tool_Proficiency,Certification_Count,Internship_Count,Internship_Duration,Industry_Relevance,Project_Experience,Communication_Skill,Teamwork_Ability,Leadership_Potential,Adaptability,Learning_Motivation,Career_Clarity,Market_Awareness,Higher_Study_Interest,Target_Industry_Code,Workshop_Participation,Online_Course_Hours,Networking_Activity,Learning_Path_Generation_Time,Employment_Competitiveness_Score
7.3,85.0,1.17,0.0,,81.0,94.0,5.0,2.0,6.3,0.23,4.0,46.0,51.0,77.0,47.0,60.0,80.0,58.0,0.0,2.0,6.0,85.9,68.0,2.4,
5.75,70.0,2.46,0.0,98.0,64.0,63.0,2.0,4.0,8.4,,7.0,42.0,97.0,96.0,59.0,74.0,49.0,95.0,0.0,7.0,7.0,242.6,61.0,8.69,
7.01,86.0,2.21,0.0,85.0,83.0,30.0,0.0,0.0,6.0,0.45,2.0,53.0,75.0,95.0,89.0,77.0,68.0,89.0,1.0,1.0,4.0,145.8,59.0,8.92,38.98
9.11,86.0,1.9,0.0,42.0,68.0,31.0,4.0,3.0,1.9,0.58,5.0,83.0,62.0,45.0,98.0,56.0,52.0,95.0,1.0,2.0,2.0,115.4,90.0,5.55,47.77
5.52,88.0,1.95,0.0,,92.0,49.0,3.0,,2.6,0.88,1.0,85.0,56.0,45.0,,98.0,70.0,74.0,0.0,3.0,5.0,164.4,65.0,1.42,
7.0,65.0,1.62,0.0,51.0,64.0,90.0,1.0,2.0,0.6,0.87,3.0,75.0,92.0,,40.0,85.0,73.0,,1.0,3.0,,204.0,41.0,7.66,
7.29,64.0,2.39,0.0,,,50.0,4.0,3.0,8.5,0.45,3.0,52.0,74.0,87.0,68.0,59.0,64.0,35.0,0.0,7.0,7.0,98.6,40.0,1.1,
7.92,69.0,1.49,0.0,41.0,45.0,97.0,0.0,2.0,17.2,0.02,1.0,55.0,77.0,57.0,,98.0,52.0,59.0,0.0,1.0,,8.2,70.0,4.9,
9.64,71.0,1.26,0.0,75.0,61.0,41.0,0.0,3.0,2.1,0.43,6.0,55.0,91.0,33.0,69.0,85.0,87.0,87.0,0.0,3.0,8.0,177.2,33.0,5.03,50.72
7.06,94.0,0.83,1.0,53.0,45.0,51.0,0.0,2.0,17.0,0.61,3.0,93.0,51.0,39.0,79.0,80.0,77.0,95.0,0.0,5.0,11.0,239.0,93.0,11.99,48.82
7.06,72.0,2.07,0.0,55.0,97.0,49.0,0.0,4.0,13.2,0.56,7.0,44.0,72.0,80.0,74.0,68.0,87.0,80.0,1.0,2.0,11.0,156.2,28.0,3.95,51.45
8.82,,1.97,0.0,58.0,96.0,30.0,1.0,4.0,11.5,0.65,7.0,91.0,93.0,47.0,72.0,67.0,86.0,94.0,1.0,4.0,5.0,47.1,37.0,9.94,
7.53,79.0,1.27,1.0,73.0,89.0,59.0,2.0,0.0,11.6,0.15,6.0,64.0,47.0,76.0,59.0,98.0,68.0,85.0,0.0,4.0,3.0,62.1,32.0,1.11,49.37
6.51,94.0,0.55,1.0,83.0,74.0,53.0,5.0,3.0,14.9,0.65,1.0,77.0,87.0,61.0,,55.0,57.0,82.0,0.0,3.0,3.0,227.4,36.0,6.59,
7.54,68.0,,0.0,85.0,85.0,43.0,3.0,0.0,1.9,0.18,0.0,77.0,50.0,59.0,55.0,77.0,93.0,74.0,0.0,2.0,8.0,3.4,44.0,6.67,
6.13,79.0,0.52,1.0,45.0,91.0,65.0,1.0,1.0,9.1,0.75,3.0,89.0,75.0,65.0,48.0,56.0,91.0,41.0,1.0,5.0,3.0,137.2,73.0,7.73,32.61
6.29,76.0,1.91,0.0,52.0,47.0,98.0,0.0,4.0,12.5,,6.0,77.0,82.0,38.0,70.0,87.0,91.0,53.0,1.0,4.0,7.0,39.7,35.0,9.82,
7.74,84.0,2.44,0.0,75.0,90.0,53.0,1.0,3.0,10.6,0.71,1.0,78.0,59.0,65.0,56.0,61.0,,49.0,0.0,5.0,8.0,70.7,43.0,9.26,
7.39,74.0,1.38,,61.0,99.0,89.0,,0.0,15.0,0.05,1.0,95.0,51.0,58.0,98.0,90.0,80.0,95.0,1.0,5.0,,76.7,94.0,9.25,
9.62,75.0,0.97,0.0,57.0,55.0,84.0,5.0,0.0,1.3,0.41,6.0,95.0,87.0,45.0,70.0,99.0,79.0,90.0,1.0,4.0,5.0,,42.0,5.47,
7.13,86.0,1.91,0.0,51.0,68.0,53.0,0.0,1.0,12.4,0.71,,87.0,74.0,50.0,87.0,83.0,65.0,44.0,0.0,4.0,2.0,198.1,60.0,8.87,
8.11,75.0,2.13,0.0,91.0,66.0,53.0,3.0,0.0,9.6,0.23,0.0,80.0,71.0,93.0,62.0,74.0,55.0,80.0,0.0,3.0,11.0,83.1,52.0,6.15,45.26
8.35,89.0,,0.0,98.0,88.0,83.0,0.0,2.0,6.8,0.8,3.0,65.0,61.0,95.0,45.0,66.0,62.0,91.0,1.0,7.0,4.0,86.4,61.0,1.27,
5.56,86.0,2.43,0.0,,89.0,55.0,5.0,4.0,6.1,0.63,1.0,98.0,99.0,88.0,69.0,82.0,97.0,69.0,0.0,2.0,4.0,113.3,67.0,10.74,
8.49,84.0,0.6,0.0,69.0,70.0,95.0,3.0,0.0,11.2,0.59,0.0,52.0,62.0,57.0,94.0,72.0,37.0,37.0,0.0,1.0,1.0,225.6,37.0,10.74,41.76
6.3,93.0,1.51,0.0,92.0,,67.0,5.0,0.0,16.0,0.35,7.0,83.0,66.0,84.0,46.0,58.0,95.0,87.0,0.0,2.0,9.0,172.0,82.0,4.21,
9.82,66.0,1.94,0.0,90.0,45.0,94.0,3.0,1.0,8.9,,4.0,90.0,97.0,60.0,95.0,55.0,52.0,86.0,0.0,1.0,5.0,15.4,97.0,11.01,
6.17,72.0,2.23,1.0,79.0,68.0,80.0,2.0,2.0,14.8,0.6,2.0,65.0,70.0,62.0,87.0,51.0,99.0,87.0,1.0,4.0,8.0,9.8,30.0,9.22,43.36
7.37,75.0,0.86,1.0,46.0,54.0,64.0,2.0,0.0,7.2,0.47,3.0,94.0,95.0,89.0,79.0,87.0,84.0,88.0,0.0,5.0,10.0,141.6,43.0,5.11,51.44
5.88,67.0,2.1,1.0,71.0,79.0,72.0,1.0,,1.8,0.7,,94.0,71.0,70.0,81.0,58.0,72.0,81.0,0.0,2.0,6.0,221.8,80.0,4.31,
9.99,75.0,1.61,0.0,87.0,68.0,58.0,1.0,4.0,1.1,0.43,1.0,40.0,84.0,75.0,85.0,52.0,50.0,37.0,0.0,5.0,7.0,80.8,83.0,11.71,44.05
7.76,62.0,1.29,1.0,58.0,72.0,66.0,3.0,0.0,0.9,0.2,,47.0,68.0,78.0,50.0,65.0,51.0,99.0,1.0,2.0,1.0,61.9,55.0,,
8.18,94.0,0.76,0.0,45.0,80.0,87.0,0.0,2.0,6.8,0.21,6.0,43.0,96.0,94.0,73.0,74.0,38.0,49.0,0.0,7.0,10.0,187.0,96.0,4.86,55.76
5.8,61.0,2.23,0.0,59.0,,83.0,4.0,4.0,6.1,0.01,7.0,60.0,52.0,71.0,51.0,73.0,63.0,68.0,0.0,6.0,8.0,150.5,72.0,7.88,
8.87,77.0,0.81,0.0,,84.0,68.0,4.0,4.0,12.9,0.3,6.0,61.0,65.0,52.0,99.0,96.0,88.0,84.0,0.0,2.0,2.0,141.3,66.0,7.07,
6.44,86.0,1.12,0.0,92.0,60.0,71.0,0.0,2.0,13.4,0.75,6.0,90.0,73.0,56.0,99.0,78.0,55.0,67.0,1.0,5.0,9.0,37.3,71.0,6.53,63.96
9.54,65.0,1.08,0.0,82.0,61.0,57.0,0.0,2.0,0.9,0.79,0.0,92.0,87.0,61.0,91.0,93.0,30.0,37.0,1.0,6.0,4.0,44.0,98.0,7.91,46.79
6.42,76.0,2.24,0.0,76.0,95.0,58.0,2.0,0.0,4.0,0.2,4.0,97.0,65.0,32.0,91.0,89.0,34.0,36.0,1.0,3.0,6.0,70.4,76.0,6.68,33.14
6.36,76.0,1.85,1.0,87.0,98.0,72.0,4.0,3.0,4.9,0.96,3.0,76.0,47.0,89.0,84.0,75.0,70.0,,0.0,7.0,3.0,51.7,94.0,8.03,
5.66,79.0,2.09,0.0,46.0,59.0,32.0,3.0,1.0,9.9,0.5,5.0,88.0,75.0,46.0,86.0,87.0,92.0,50.0,1.0,,6.0,242.9,42.0,10.94,30.92
7.62,76.0,1.0,0.0,98.0,60.0,39.0,5.0,3.0,2.6,0.92,7.0,42.0,99.0,61.0,66.0,84.0,51.0,88.0,0.0,3.0,7.0,4.7,78.0,11.92,63.5
8.04,82.0,1.75,1.0,44.0,59.0,88.0,1.0,3.0,2.4,0.71,6.0,58.0,71.0,36.0,97.0,72.0,,67.0,1.0,3.0,9.0,156.5,88.0,8.66,
5.8,83.0,1.64,0.0,50.0,78.0,43.0,5.0,4.0,17.0,0.72,0.0,40.0,90.0,,51.0,53.0,77.0,43.0,0.0,2.0,9.0,129.4,75.0,11.17,
8.99,67.0,2.17,0.0,54.0,55.0,76.0,2.0,2.0,14.5,0.09,6.0,,71.0,87.0,52.0,91.0,95.0,91.0,1.0,,3.0,80.8,61.0,10.37,
7.54,72.0,2.31,0.0,42.0,45.0,71.0,4.0,4.0,3.3,0.22,4.0,62.0,53.0,69.0,47.0,63.0,45.0,74.0,0.0,7.0,4.0,221.9,37.0,3.89,19.51
7.86,56.0,0.52,0.0,97.0,59.0,61.0,0.0,1.0,7.3,0.01,1.0,72.0,77.0,77.0,55.0,96.0,82.0,86.0,1.0,6.0,10.0,167.5,90.0,11.23,45.21
7.48,83.0,1.85,0.0,44.0,70.0,61.0,4.0,0.0,6.4,0.72,6.0,94.0,77.0,80.0,68.0,88.0,94.0,50.0,1.0,2.0,2.0,249.6,52.0,1.31,55.49
7.3,75.0,0.6,0.0,62.0,95.0,71.0,3.0,1.0,14.2,0.34,4.0,,70.0,86.0,74.0,56.0,93.0,42.0,0.0,1.0,4.0,42.2,22.0,4.29,
8.02,69.0,1.6,0.0,92.0,48.0,61.0,2.0,4.0,9.2,0.79,3.0,80.0,72.0,66.0,99.0,57.0,97.0,94.0,1.0,2.0,7.0,22.0,47.0,7.86,63.33
6.2,81.0,1.08,0.0,76.0,87.0,55.0,,4.0,2.3,0.34,7.0,62.0,88.0,84.0,68.0,91.0,92.0,70.0,0.0,6.0,2.0,34.8,20.0,6.56,
6.32,85.0,1.11,0.0,48.0,49.0,30.0,5.0,4.0,13.3,0.82,7.0,44.0,87.0,70.0,70.0,68.0,91.0,37.0,1.0,5.0,4.0,67.3,82.0,6.74,47.82
9.38,69.0,1.21,0.0,54.0,79.0,85.0,3.0,4.0,7.1,0.13,6.0,46.0,75.0,49.0,52.0,51.0,74.0,49.0,1.0,7.0,9.0,104.2,66.0,9.64,46.38
9.76,77.0,1.74,0.0,42.0,57.0,31.0,,3.0,4.7,0.17,4.0,,97.0,62.0,51.0,96.0,81.0,57.0,1.0,7.0,0.0,215.7,56.0,2.74,
7.18,78.0,1.17,1.0,68.0,54.0,59.0,1.0,,6.8,,0.0,97.0,45.0,69.0,90.0,50.0,94.0,37.0,0.0,2.0,1.0,70.9,67.0,11.79,
6.72,67.0,1.97,0.0,45.0,55.0,81.0,2.0,3.0,9.0,0.41,0.0,45.0,64.0,63.0,41.0,91.0,31.0,64.0,0.0,1.0,2.0,228.8,,5.53,
8.4,76.0,1.31,0.0,56.0,62.0,38.0,3.0,4.0,6.2,0.35,2.0,88.0,56.0,91.0,72.0,87.0,78.0,79.0,1.0,2.0,0.0,115.7,33.0,11.42,48.28
7.34,91.0,0.64,0.0,65.0,78.0,51.0,3.0,2.0,4.4,0.76,4.0,61.0,61.0,48.0,47.0,62.0,51.0,51.0,1.0,6.0,10.0,161.8,86.0,4.91,39.5
5.61,87.0,2.07,0.0,60.0,,63.0,5.0,3.0,7.2,0.1,1.0,88.0,59.0,72.0,80.0,91.0,58.0,92.0,0.0,,11.0,66.1,84.0,7.42,
6.2,57.0,1.07,0.0,47.0,85.0,78.0,0.0,4.0,0.3,0.35,6.0,52.0,78.0,98.0,96.0,93.0,64.0,92.0,0.0,1.0,10.0,39.0,45.0,,
8.72,73.0,1.37,0.0,60.0,86.0,30.0,,4.0,13.9,0.84,5.0,,,92.0,98.0,73.0,53.0,91.0,0.0,4.0,8.0,217.4,29.0,8.27,
8.47,77.0,1.87,1.0,96.0,94.0,82.0,5.0,0.0,3.1,0.07,5.0,43.0,60.0,39.0,79.0,81.0,59.0,41.0,1.0,6.0,,27.4,96.0,2.61,
5.62,83.0,1.16,1.0,50.0,67.0,69.0,3.0,,0.8,0.94,3.0,47.0,48.0,42.0,92.0,79.0,71.0,73.0,1.0,7.0,4.0,193.5,89.0,5.11,
6.5,84.0,0.61,0.0,77.0,51.0,74.0,2.0,3.0,11.8,0.99,2.0,76.0,52.0,34.0,88.0,55.0,79.0,92.0,0.0,2.0,3.0,145.2,62.0,1.29,50.07
6.54,93.0,1.25,1.0,47.0,,97.0,3.0,3.0,13.9,0.09,4.0,70.0,78.0,87.0,80.0,87.0,89.0,90.0,0.0,7.0,4.0,215.3,89.0,7.38,
8.52,79.0,2.39,0.0,81.0,47.0,38.0,4.0,3.0,14.6,0.29,1.0,76.0,90.0,88.0,71.0,82.0,59.0,49.0,0.0,1.0,3.0,179.5,99.0,11.57,57.14
,91.0,1.78,0.0,,56.0,51.0,2.0,4.0,8.9,,2.0,84.0,69.0,88.0,77.0,93.0,41.0,78.0,0.0,6.0,11.0,70.4,91.0,,
5.97,62.0,1.84,0.0,74.0,51.0,47.0,2.0,0.0,3.7,0.78,0.0,,59.0,44.0,67.0,72.0,78.0,46.0,1.0,4.0,4.0,143.6,78.0,8.09,
9.1,70.0,1.76,0.0,94.0,93.0,72.0,3.0,4.0,13.3,0.6,3.0,82.0,72.0,30.0,54.0,59.0,75.0,,0.0,5.0,6.0,3.3,22.0,9.41,
,62.0,0.9,1.0,53.0,70.0,68.0,0.0,4.0,12.6,0.64,6.0,47.0,53.0,67.0,62.0,,72.0,75.0,1.0,3.0,10.0,118.8,24.0,2.95,
8.44,55.0,1.34,0.0,94.0,77.0,35.0,2.0,2.0,4.4,0.76,6.0,79.0,46.0,82.0,63.0,64.0,31.0,68.0,1.0,1.0,7.0,21.5,97.0,3.64,42.44
6.57,59.0,2.0,0.0,53.0,81.0,77.0,4.0,0.0,16.3,0.12,6.0,72.0,61.0,81.0,52.0,72.0,83.0,80.0,0.0,5.0,1.0,107.2,56.0,2.82,38.33
5.95,57.0,0.7,1.0,49.0,92.0,36.0,5.0,3.0,1.9,0.83,4.0,84.0,54.0,30.0,60.0,85.0,64.0,63.0,0.0,4.0,3.0,27.4,71.0,3.92,29.28
6.59,55.0,1.06,0.0,51.0,59.0,,0.0,1.0,17.7,0.71,5.0,68.0,53.0,40.0,93.0,50.0,81.0,50.0,1.0,5.0,7.0,238.9,85.0,1.77,
8.75,58.0,1.05,0.0,77.0,46.0,45.0,0.0,3.0,15.5,0.58,1.0,44.0,75.0,87.0,51.0,,62.0,39.0,0.0,2.0,6.0,130.8,82.0,4.76,
9.35,94.0,1.36,0.0,83.0,85.0,30.0,0.0,4.0,12.4,0.89,6.0,67.0,46.0,69.0,52.0,52.0,80.0,39.0,1.0,3.0,8.0,228.3,26.0,4.74,58.39
9.24,89.0,2.46,1.0,94.0,51.0,66.0,2.0,,16.9,0.7,6.0,92.0,68.0,,78.0,63.0,55.0,64.0,0.0,1.0,4.0,5.6,72.0,9.78,
7.29,86.0,0.64,1.0,85.0,76.0,66.0,0.0,0.0,13.0,0.2,0.0,79.0,63.0,73.0,62.0,66.0,91.0,84.0,1.0,6.0,5.0,159.4,25.0,9.71,42.53
8.51,88.0,1.54,,73.0,48.0,93.0,3.0,0.0,3.4,0.43,7.0,56.0,61.0,35.0,89.0,83.0,90.0,39.0,0.0,7.0,10.0,76.7,26.0,9.66,47.44
6.42,79.0,0.86,0.0,80.0,64.0,91.0,0.0,2.0,8.0,,2.0,94.0,87.0,57.0,85.0,96.0,55.0,47.0,0.0,4.0,7.0,,63.0,7.02,
6.82,64.0,,0.0,49.0,94.0,90.0,4.0,3.0,1.3,0.06,6.0,62.0,93.0,60.0,82.0,55.0,66.0,83.0,0.0,3.0,11.0,218.3,37.0,4.25,
9.53,75.0,0.73,,97.0,97.0,62.0,1.0,2.0,7.0,0.95,3.0,84.0,,37.0,67.0,54.0,59.0,84.0,1.0,4.0,10.0,245.0,73.0,5.23,
5.56,93.0,1.31,0.0,56.0,80.0,95.0,4.0,1.0,13.3,0.13,2.0,48.0,94.0,34.0,53.0,95.0,40.0,48.0,1.0,7.0,4.0,61.6,48.0,4.15,36.89
5.88,81.0,1.98,0.0,56.0,76.0,59.0,2.0,4.0,7.0,0.7,5.0,41.0,99.0,83.0,56.0,90.0,82.0,80.0,0.0,5.0,8.0,,44.0,7.19,
6.44,81.0,1.91,1.0,42.0,72.0,49.0,0.0,2.0,5.9,0.51,2.0,71.0,72.0,46.0,63.0,89.0,70.0,68.0,0.0,4.0,3.0,172.2,82.0,11.29,21.27
5.62,56.0,1.35,0.0,70.0,57.0,89.0,0.0,2.0,10.7,0.03,1.0,90.0,82.0,67.0,92.0,78.0,34.0,81.0,0.0,4.0,7.0,237.9,87.0,3.77,33.63
6.32,67.0,1.19,0.0,90.0,45.0,53.0,3.0,4.0,15.7,0.92,0.0,91.0,92.0,38.0,97.0,84.0,95.0,94.0,0.0,5.0,11.0,140.6,32.0,5.78,66.84
8.12,63.0,1.3,0.0,40.0,79.0,33.0,5.0,0.0,,0.85,4.0,88.0,72.0,43.0,73.0,67.0,42.0,45.0,1.0,5.0,2.0,240.2,,8.03,
7.4,90.0,1.03,1.0,51.0,92.0,66.0,0.0,4.0,6.9,0.52,1.0,70.0,94.0,55.0,90.0,89.0,92.0,84.0,0.0,7.0,4.0,223.1,46.0,10.21,62.8
9.52,76.0,0.91,0.0,78.0,74.0,33.0,4.0,3.0,2.8,0.23,5.0,46.0,96.0,,87.0,97.0,54.0,38.0,1.0,3.0,7.0,32.1,70.0,3.41,
9.18,80.0,1.47,0.0,43.0,98.0,47.0,2.0,4.0,12.5,0.12,3.0,69.0,94.0,54.0,61.0,79.0,73.0,75.0,1.0,1.0,9.0,77.7,53.0,3.72,61.22
7.04,66.0,1.04,0.0,81.0,80.0,95.0,1.0,0.0,1.9,0.36,5.0,97.0,45.0,65.0,49.0,64.0,43.0,93.0,0.0,5.0,11.0,60.8,47.0,10.68,32.73
6.67,71.0,1.07,0.0,52.0,99.0,77.0,0.0,4.0,12.0,0.26,5.0,42.0,47.0,62.0,93.0,64.0,98.0,94.0,1.0,3.0,6.0,143.0,92.0,1.42,52.55
7.21,68.0,1.81,0.0,73.0,69.0,62.0,1.0,2.0,5.2,0.51,2.0,90.0,59.0,32.0,47.0,65.0,88.0,96.0,0.0,7.0,0.0,200.7,91.0,,
8.16,68.0,2.44,0.0,81.0,60.0,87.0,0.0,1.0,3.6,0.97,3.0,90.0,96.0,40.0,60.0,82.0,85.0,59.0,0.0,4.0,11.0,189.9,49.0,10.4,46.99
6.71,88.0,,1.0,60.0,63.0,57.0,2.0,2.0,16.9,0.57,1.0,95.0,54.0,87.0,76.0,59.0,81.0,67.0,1.0,4.0,3.0,181.7,28.0,11.1,
8.31,74.0,0.65,0.0,61.0,45.0,64.0,5.0,1.0,0.3,0.89,5.0,48.0,65.0,93.0,46.0,68.0,95.0,53.0,0.0,6.0,,93.8,32.0,0.65,
7.34,65.0,0.65,0.0,96.0,49.0,39.0,4.0,4.0,7.9,0.65,1.0,49.0,81.0,47.0,65.0,86.0,,91.0,0.0,2.0,1.0,34.9,83.0,4.75,
7.98,70.0,2.4,0.0,43.0,95.0,94.0,2.0,3.0,0.4,0.48,6.0,85.0,59.0,76.0,52.0,99.0,41.0,49.0,1.0,5.0,6.0,52.6,57.0,3.46,45.58
7.46,85.0,1.09,0.0,57.0,66.0,71.0,1.0,4.0,8.7,0.85,6.0,89.0,67.0,73.0,55.0,52.0,97.0,75.0,1.0,,11.0,185.4,41.0,7.03,58.49
6.83,60.0,0.68,1.0,44.0,68.0,38.0,0.0,0.0,9.0,0.47,6.0,97.0,58.0,88.0,69.0,85.0,72.0,94.0,0.0,3.0,11.0,36.9,50.0,7.78,31.09
9.77,73.0,1.7,0.0,58.0,87.0,89.0,1.0,4.0,5.8,0.87,4.0,86.0,59.0,79.0,70.0,53.0,35.0,56.0,,6.0,2.0,55.7,61.0,12.0,52.85
8.94,91.0,1.75,0.0,41.0,89.0,44.0,4.0,1.0,2.4,0.29,2.0,65.0,54.0,98.0,44.0,60.0,44.0,77.0,0.0,3.0,2.0,106.1,81.0,6.4,33.0
6.13,58.0,1.8,0.0,51.0,96.0,86.0,2.0,2.0,6.8,0.13,1.0,40.0,53.0,58.0,71.0,90.0,71.0,66.0,1.0,1.0,5.0,18.0,83.0,6.84,22.34
9.41,58.0,1.03,0.0,56.0,81.0,98.0,1.0,3.0,12.1,0.86,6.0,69.0,88.0,96.0,55.0,,60.0,47.0,0.0,6.0,5.0,53.2,93.0,5.26,
7.69,74.0,0.53,0.0,49.0,97.0,51.0,1.0,4.0,14.1,0.59,6.0,96.0,83.0,31.0,86.0,77.0,82.0,72.0,1.0,7.0,0.0,37.4,28.0,2.2,63.47
9.53,64.0,2.43,0.0,73.0,80.0,93.0,4.0,4.0,9.6,0.89,3.0,77.0,49.0,54.0,48.0,81.0,35.0,60.0,1.0,3.0,0.0,237.8,63.0,3.99,58.33
9.1,78.0,,1.0,45.0,80.0,70.0,0.0,2.0,10.6,0.94,5.0,54.0,69.0,48.0,61.0,65.0,62.0,39.0,0.0,5.0,10.0,47.9,82.0,3.34,
,89.0,1.85,1.0,47.0,48.0,85.0,1.0,3.0,3.6,0.05,6.0,64.0,86.0,69.0,94.0,58.0,58.0,83.0,,3.0,5.0,215.4,59.0,9.71,
5.6,,1.91,0.0,90.0,80.0,52.0,4.0,4.0,5.2,0.5,,45.0,70.0,31.0,83.0,60.0,50.0,39.0,1.0,,6.0,28.7,60.0,6.78,
6.71,91.0,1.72,1.0,50.0,96.0,54.0,0.0,4.0,2.9,0.37,3.0,57.0,52.0,94.0,,55.0,83.0,82.0,1.0,4.0,8.0,217.4,91.0,3.91,
7.94,92.0,1.13,0.0,96.0,97.0,35.0,5.0,,4.5,0.63,2.0,40.0,66.0,91.0,84.0,,85.0,52.0,0.0,4.0,3.0,149.9,69.0,6.12,
8.35,75.0,1.04,0.0,51.0,62.0,63.0,0.0,1.0,4.0,0.79,7.0,95.0,96.0,83.0,76.0,,50.0,40.0,0.0,6.0,,212.4,39.0,3.02,
6.66,94.0,1.7,0.0,48.0,94.0,92.0,5.0,0.0,9.4,0.28,7.0,42.0,69.0,74.0,53.0,61.0,84.0,76.0,1.0,3.0,5.0,216.8,89.0,2.63,54.19
6.13,93.0,2.23,0.0,41.0,60.0,38.0,2.0,2.0,10.1,0.56,4.0,56.0,92.0,78.0,55.0,71.0,87.0,86.0,0.0,3.0,11.0,149.1,61.0,10.39,35.08
9.26,75.0,2.39,,47.0,85.0,89.0,4.0,3.0,,0.71,4.0,87.0,56.0,98.0,82.0,89.0,93.0,45.0,1.0,3.0,2.0,229.4,52.0,11.37,
9.93,64.0,0.71,0.0,97.0,62.0,78.0,0.0,4.0,3.5,0.13,4.0,47.0,53.0,67.0,59.0,97.0,75.0,60.0,0.0,3.0,10.0,146.4,82.0,1.42,60.87
7.87,92.0,0.81,0.0,50.0,66.0,80.0,5.0,4.0,11.6,0.81,5.0,99.0,54.0,33.0,83.0,86.0,51.0,55.0,0.0,2.0,3.0,178.1,76.0,9.3,70.66
6.27,58.0,2.39,0.0,99.0,46.0,89.0,5.0,0.0,14.7,0.61,7.0,88.0,92.0,46.0,54.0,70.0,89.0,,0.0,5.0,8.0,104.0,84.0,5.71,
6.73,74.0,1.97,0.0,92.0,65.0,99.0,2.0,4.0,10.1,0.95,6.0,79.0,54.0,82.0,95.0,82.0,,90.0,1.0,2.0,0.0,228.5,71.0,4.97,
5.58,71.0,2.27,1.0,75.0,80.0,66.0,3.0,2.0,,0.34,0.0,56.0,53.0,82.0,83.0,66.0,76.0,85.0,1.0,7.0,4.0,206.0,25.0,8.43,
9.61,61.0,0.91,0.0,49.0,88.0,60.0,,0.0,4.7,0.11,4.0,64.0,70.0,60.0,65.0,78.0,60.0,54.0,0.0,7.0,10.0,41.7,26.0,3.56,
6.03,58.0,1.68,0.0,60.0,83.0,70.0,3.0,2.0,0.7,0.51,3.0,80.0,,51.0,48.0,89.0,,91.0,1.0,2.0,6.0,144.1,28.0,0.74,
8.09,83.0,1.9,0.0,,91.0,91.0,0.0,0.0,,0.09,7.0,51.0,71.0,40.0,40.0,59.0,51.0,39.0,0.0,2.0,2.0,224.2,80.0,2.96,
6.73,68.0,1.86,0.0,87.0,83.0,87.0,4.0,4.0,13.4,0.97,3.0,68.0,75.0,63.0,74.0,67.0,85.0,48.0,1.0,4.0,1.0,198.3,99.0,2.63,70.34
7.99,57.0,1.32,1.0,47.0,73.0,43.0,2.0,0.0,0.9,0.04,2.0,64.0,63.0,44.0,83.0,96.0,46.0,58.0,0.0,7.0,10.0,240.6,53.0,0.89,16.31
8.43,78.0,0.53,0.0,75.0,98.0,65.0,0.0,1.0,3.9,0.75,1.0,90.0,87.0,39.0,59.0,62.0,67.0,86.0,1.0,2.0,1.0,57.8,54.0,4.2,47.57
9.23,91.0,1.67,0.0,68.0,70.0,65.0,4.0,3.0,12.7,0.53,1.0,75.0,82.0,82.0,84.0,76.0,54.0,82.0,0.0,3.0,,91.9,,5.96,
6.43,70.0,1.01,1.0,81.0,65.0,37.0,4.0,4.0,14.1,0.37,0.0,92.0,50.0,77.0,94.0,59.0,61.0,81.0,1.0,2.0,4.0,,77.0,8.96,
5.55,58.0,1.4,0.0,51.0,61.0,55.0,3.0,3.0,8.2,0.07,5.0,93.0,59.0,60.0,45.0,81.0,44.0,94.0,0.0,3.0,2.0,58.2,79.0,4.25,22.21
6.12,78.0,2.42,0.0,53.0,60.0,65.0,0.0,4.0,12.6,0.62,6.0,64.0,73.0,66.0,81.0,90.0,42.0,37.0,0.0,6.0,10.0,98.5,73.0,2.74,39.25
9.55,88.0,1.3,0.0,87.0,75.0,77.0,2.0,3.0,7.0,0.59,5.0,68.0,91.0,57.0,49.0,94.0,87.0,43.0,0.0,7.0,11.0,134.4,54.0,3.15,80.16
9.43,84.0,2.18,1.0,93.0,95.0,57.0,2.0,,2.9,0.28,6.0,50.0,89.0,60.0,87.0,52.0,79.0,58.0,1.0,5.0,6.0,47.8,66.0,10.75,
8.19,72.0,,0.0,89.0,53.0,97.0,0.0,3.0,7.2,0.91,4.0,99.0,98.0,99.0,98.0,71.0,40.0,38.0,0.0,4.0,0.0,64.2,65.0,2.85,
8.2,73.0,1.84,0.0,60.0,75.0,91.0,0.0,,10.4,0.3,7.0,43.0,49.0,43.0,72.0,76.0,42.0,43.0,1.0,5.0,,31.2,23.0,10.61,
8.49,85.0,2.45,0.0,61.0,58.0,80.0,5.0,3.0,17.1,0.45,6.0,53.0,58.0,45.0,55.0,52.0,79.0,,0.0,6.0,1.0,178.3,29.0,5.64,
6.29,73.0,0.7,0.0,60.0,93.0,71.0,,4.0,1.2,0.54,7.0,85.0,97.0,54.0,75.0,82.0,67.0,69.0,0.0,5.0,7.0,90.4,94.0,11.25,
9.61,73.0,0.52,0.0,83.0,81.0,58.0,3.0,2.0,9.1,0.1,0.0,77.0,46.0,68.0,45.0,51.0,30.0,46.0,0.0,4.0,9.0,55.1,59.0,5.19,37.22
